tweet;label
Aplikasi ini amat sangat membantu, terlebih buat saya yg mana wkt saya untuk mengatur wkt sangat sedikit ke tempat yg ada kerja sama dgn pihak BPJS.;1
Penggunaannya mudah dan informatif cuma perlu link dengan Rumah Sakit terutama bila ada masalah kesehatan saat di luar kota yang jauh dari faskes tingkat pertama.;1
Aplikasi bagus sih bisa membantu untuk.inpormasi.cuman sedikit sedikit minta apdet baru seminggu udah minta apdet. Tolong di verifikasi nya jangan minta terus menerus demi ke yamanan pelanggan terimakasih;1
Sangat memuaskan, istri dan anak pernah operasi di RS DARUS SYIFA' BENOWO,SBY, g ada pembedaan antara pasien umum dan BPJS. SALUT buat bpjs;1
Aplikasi bagus dan sangat menolong. Wajib di download. Terima kasih JKN BPJS.;1
Terimakasih sangat membantu,saat sakit sampe sembuh seperti sekarang;1
Aplikasi ini sgt membantu,tp yg bkin kecewa,lemooooooottttttt bgt tiap mau buka menu harus sabar loadingnya lamaaaaaaaaaaaaaa bgt!!!!!!;1
Saya kasih bintang 5, ada perbaikan setelah update terbaru untuk klinik pratama di seluruh kota/kabupaten sudah masuk kembali...good job;1
Aplikasi ini sangat membantu saya, tp stiap kali di buka mesti di update trus. Sudah sering kali seperti it,. Mesti di perbaiki lg;1
sangat membantu, sabar ya tunggu saya dapat uang nanti tak bayar tunggakan saya, sejak di naikan bulanan nya saya bingung soal nya uang nya kurang;1
Sangat membantu. Cuman sayang baru bentar udah kadaluarsa app nya. Update mulu bosen;1
Luar biasaa manfaatnyaa.... andaisaja disdukcapil dan EKTP bisa menginduksi program dan manfaatnya menjadi sperti ini.... Baru bisa dinamakan EKTP. Ga kaya skrg.;1
Aplikasi ini sangat membantu.. untuk merubah kelas (naik/turun) tidak perlu repot-repot datang & antri di kantor BPJS kesehatan;1
Jika ada salahsatu anggota yg blm terdaftar dalam bpjs kesehatan.apakah di app mobile ini bisa kita daftar kan?atau harus ke kantor bpjs yg bersangkutan?;1
Bagus sekali sudah ada aplikasi JKN jadi kita bisa memantau pembayaran BPJS Kesehatan kita. Semoga membawa manfaat untuk pelayanan BPJS ke depan.;1
Aplikasi sudah bagus sangat membantu, smoga bisa dikembangkan lagi. Bagi yang bilang aplikasi ini jelek silahkan buat aplikasi sendiri.;1
Aplikasi ini bagus & berguna sangat penting bagi semua masyarakat pada umum'nya..;1
sangat membantu bagi masyarakat banyak .semoga kedepanya semakin ditingkatkan dan lebih baik lagi;1
Kesehatan adalah segala-galanya,jaminan kesehatan adalah sangat berharga. Nilai manfaat yang patut mendapat perhatian dan apresiasi.;1
Membantu, tapi sering update terus.sekalian aja kalo rujukan dikasih dokternya juga,trs sekalian nomor antrean,trs sekalian jumlah tagihan kalo naik kelas.;1
Sangat memudahkan. Pindah kelas pun sudah bisa lewat aplikasi ini. Sangat membantu sekali dan ngga ribet2 harus ke kantor bpjsnya.;1
Dengan aplikasi jkn mobile ini lebih efisien dan efekrif dalam informasi mengenai kesehatan.;1
coba sistem bebas premi ketika 5 tahun berturut2 plafon hanya digunakan kurang dari 25% atau tidak digunakan sama sekali bagi yang mandiri, itu masukan;1
Mohon lebih ditingkatkan pasilitas dan pelayanan kesehatan di puskesmas ! Terimakasih ??;1
Sangat membatu pengguna bpjs. Bisa melihat biaya tagihan, ganti kelas dengan mudah dan lbh baik dari kemarin. Terimakasih ??;1
Semoga kedepan bisa daftar no antrian rs via aplikasi ini agar tidak perlu lagi pagi2 (jam 4 pagi) harus cepat2 an ambil no antrian;1
Sangat membantu sekali buat Pendaftaran dan pindah dokter keluarga maupun pindah kelas perawatan. Tak perlu repot lagi. Thanks BPJS;1
Mantap semakin mudah bisa cek status pembayaran bisa booking bisa cek peserta bisa lihat lokasi faskes bisa minta bantuan, sayang tahun ini naik 100%??;1
Jembatan untuk menuju kehidupan yang sehat dan sejahtera...;1
Mempermudah pembayaran, berobat dengan kartu elekreonik, over all best app;1
Aplikasi yang sangat membantu, memudahkan dalam bentuk informasi dan lainnya, dan bisa merubah data faskes tanpa harus kekantor bpjs;1
Ya allah aplikasi ini membantu bgt. Bpjs anak aku hilang dan pas login bpjs atas nama ku. Masuk semua nomer bpjsnya 1 KK . Alhamdulillah makasih mobile JKN;1
Cukup puas dengan informasi yang di berikan dan kita lebih mudah untuk melihat story di kartu bpjs kita;1
Pengalaman sewaktu mengganti kartu yang sudah dilakukan secara online sangat membantu dan tinggal datang ke bpjs untuk mengambil kartu fisik.;1
Lebih mudah pake apk mobile jkn,,?? Tapi jangan terlalu sering update aplikasi terus yaa,,..mudah mudahan ada perubahan;1
BPJS memang menbantu bagi rakyat tapi kenapa harus naik pembayarnya liat dong disisi lainya bagi yg mampu bisa bayar tapi bagi yg tidak mampu mungkin sulit seperti pedagang kecil dan anehnya kenapa harus ada dua BPJS yg berbayar dan BPJS non berbayar kalau emang harus aturan naik pembayaran hilangka...Ulasan LengkapBPJS memang menbantu bagi rakyat tapi kenapa harus naik pembayarnya liat dong disisi lainya bagi yg mampu bisa bayar tapi bagi yg tidak mampu mungkin sulit seperti pedagang kecil dan anehnya kenapa harus ada dua BPJS yg berbayar dan BPJS non berbayar kalau emang harus aturan naik pembayaran hilangkan BPJS gratisnya karna tidak mikiran perbulanya biar adil semua klu pakai BPJS berbayar karna surpai membuktikan hampir 95% banyak yg merasa mengeluh atas adanya kartu BPJS non berbayar.THANKSsss..;1
Sangat menguntungkan mobile JKN, tdk perlu bawa kartu, asalkan data singkron, kami keluarga bisa berobat. Thx. GBU;1
Sangat membatu saya,, kmrin saya mau pke brobat trus kta ny tidak bisa di gunakan,, saya cek trnyata bnar di non aktif kan karna blum di bayar oleh perusahaan,, langsung saya komplain ke prusahaan saya eh besok ny langsung bisa lg,, pokok ny sukses lah untuk aplikasi jkn mobile..trimaksh;1
Kami harapkan apk ini tidak ada iklan, sehingga optimal untuk keperluan bpjs kes. bagi pekerja dan masyarakat yg menggunakan.;1
Saya amat senang memiliki kartu BPJS..dimana saya sudahmerasakan begitu baik pelayanan salah satu rumah sakit yang bisa berlaku kartu BPJS;1
Aplikasinya mudah digunakan dan sangat bermanfaat tanpa harus datang ke kantor BPJS Kesehatan, semua sudah dalam genggaman...;1
Luar biasa,cuman terlalu seriing minta di update...tapi keren smagat membantu...;1
lebih mudah dalam mengecek keanggotaan BPJS dan praktis.;1
pak bpjs punya ibu saya kelas 3 sejak bulan d sember kemarin tidak ada iuran yang harus di bayar kan apakah emang jadi gratiss,setoran terakhir bulan november;1
Aplikasinya sangat membantu...sistem dan management JKN nya terus terang masih ragu...karena wajib ya saya ikut.;1
Sangat membantu.. Tinggal sistem pengelolaan di BPJS nya saja..;1
Alhamdulillah dengan aplikasi ini sangat membantu sekali & tidak perlu datang lagi ke kantor bpjs;1
Sangat membantu dg adanya aplikasi mobile JKN. Terima kasih. ??????;1
Aplikasi ini Mantap ..... Memudahkan bayar... . dan mengecek bukti transaksi.... dan masih banyak fasilitas lain;1
Cepat mudah praktis, suka bisa kasih penilaian langsung atas pelayanan yg diberikan baik saat di Faskes atau Rujukan Rumah Sakit.;1
Terima Kasih..semoga layanan ini bisa memuaskan kami sebagai peserta JKN;1
Sangat membantu untuk mengetahui bagaimana keuangan di bpjstk;1
Cukup membantu. Jadi g perlu bawa kartu lagi. Semoga bisa update data dan nambah anggota dari aplikasi juga kedepannya;1
Mobile JKN aplikasi yang memudahkan bagi pengguna BPJS,terutama ingin merubah paskes,dan lain-lain!!!;1
Aplikasinya membantu tapi Tiap buka aplikasi ini kenapa harus selalu di update!!!!! Bikin kesel,,,;1
Mantap dah makin bagus aja, semoga pelayanannya juga dipermudah lagi;1
Terimakasih BPJS tarif sudah naik mulai januari 2020.. Uang bulanan istri juga ikut naik.. Dan berdapak uang ngopi pasti berkurang..;1
semoga BPJS sebagai BUMN selalu terdepan dalam hal pelayanan kepada masyarakat Indonesia. sukses terus BPJS dalam membangun negeri dan melayani masyarakat;1
Sangat bagus dalam membantu semua kendala yang ada di lapangan...;1
Sangat membantu, tidak harus bawa kartu ketika berobat;1
Pantesan sering bgt update ini aplikasi,,, ternyata nambah fitur2 baru ya.... keren lah..smoga lebih baik;1
Sudah langsung menampilkan no kartu Bpjs beseta sandi nya (yg tersimpan dr google). Memudahkan klo kita lupa sandi/pasword ??;1
Ok , akurat dan untuk mengetahui keterangan BPJS kesehatan jelas;1
sangat terbantu adanya mobile JKN karna mau pindah faskes ataupun menambahkan anggota kluarga jadi mudah g usah kekantor bpjs kesehatan tinggal ketik dirumah sambil sama anak langsung beresss.....makasih jkn;1
Sangat membantu dalam proses pengecekan data dan tagihan kartu;1
awalnya sedikit membingungkan.. tapi ternyata mudah dan cepat menjadi anggota BPJS boseen jg lama2 sering update... bikin bete;1
Selalu tingkatkan pelayan... Msyarakat indonesia sngat membutuhkan bagi kalangan menengah kebawa... Semoga JKN selalu maju kedepan dengan pelayanannya...;1
Sangat membatu... Ga usah pake antri2an tinggal duduk manis buka aplikasi yg di inginkan langsung dech proses...;1
Mantap..aplikasi lebih memudahkan...seperti pemindahan paskes atau kelas..tidak perlu lagi ke kantor...kerenn;1
Sangat membantu banget,ga usah ke kantor bpjs karna semua sdh ada di aplikasi ini.....dr pindah faskes sampai pindah kelas.....;1
Aplikasi yg sangat bagus dan membantu peserta.. Trimakasih BPJS Kesehatan, tingkatkan terus pelayanan..;1
Memudahkan sih tp masa sebulan 2x update terus setiap mau masuk ke account emailnya selalu salah, pdhl sudah benar.;1
Sangat terbantu dengan adanya prpgram kesehatan bpjs mandiri, walaupun keuangan kami kadang tidak tepat waktu membayar iuran.;1
Terima kasih sudah di bikin aplikasi mempermudah dalam cek iuran dan cari info soal BKS;1
Alhamdulillah, terima kasih Mobile JKN sangat membantu dalam melihat riwayat pembayaran dan dapat pindah faskes dengan mudah ??;1
Sudah banyak fitur terbaru dan yang terpenting sudah ada form pengaduan di dalamnya...rekomendasi untuk yang mendownload ya;1
bagus aplikasinya , hanya butuh waktu dikit utk memahaminya . login mudah , siipplah pokoknya.....;1
Pelayanan BPJS Siak sangat cepat dan ramah saya sangat puas.??;1
Aplikasi ini sangat membantu bgi org yg lg kewalahan,,tq Jkn;1
Jarang memanfaatkan aplikasi ini, tetapi aplikasi ini bagus;1
Konfirmasi ,sy sdh daftar tambahan anak sy sebagai peserta BPJS kis,tp di aplikasi JKN knp gak ada ya nama anak sy sebagai peserta tambahan.;1
Mau tanya, sya mau login tapi lupa kata sandi Lalu sya reser kta sandi, tapi blum d kirim k email ya kata sandi yg barunya;1
Bagus bgt sih.... Membantu sekali... Tp setiap kali dibuka hrs selalu up date... Mohon diperbaiki... Maturnuwun;1
Semoga pelayanan lebih baik..tapi kenapa ko aplikasinya sering banget di perbaharuai hampir tiap mau masuk.;1
Praktis, tp adnin klinik layanan tetap minta kartu fisik dilampirkan saat kontrol;1
Mobile JKN, sangat membantu tanpa membawa kartu BPJS hanya menunjukan lewa hp bisa dilayani????;1
Belum pernah menggunakannya tetapi mengharapkan dan percaya akan pelayanan yang akan lebih baik dengan penuh kasih.;1
Fitur ini sangat membantu mempermudah pengurusan bpjs..skrng tidak perlu antri berjam-jam di kantor bpjs untuk pindah faskes dll ??;1
Aplikasi sangat membantu, tapi.... Setiap buka aplikasi harus update, jika tidak update tidak bisa dibuka, ya sedikit merepotkan saja .;1
Bermanfaat... Tetangga saya operasi yang harusnya menghabiskan ratusan juta menjadi gratis pake BPJS....terima kasih;1
Dengan adanya aplikasi Mobile JKN kami sekeluarga jadi mudah untuk memanto fasilitas yg ada dirumah sakit rujukan..;1
Adanya si covid saya di rumah saja , alhamdulillah;1
Sangat membantu, tp kenapa tidak bisa lagi melalui laptop atau PC untuk mendaftarkan peserta baru.;1
Berikan Up to date pada KARTU KIS untuk perubahan kelas rawat. Di mana kartu KIS blm berubah untuk kelas rawat.;1
Dgn mobile JKN, ga harus ke kantor, ngantri utk ubah data peserta.. Bisa bayar iuran jg dr aplikasi ini.. Kereeeen! ??;1
Sangat bermanfaat bagi semua peserta JKN dan sudah bisa cek tempat tidur disetiap Rumah Sakit seluruh Indonesia..;1
Aplikasi ini sangat membantu dan bermanfaat. Semoga kedepannya lebih baik lagi. Trima kasih JKN kis;1
Alhamdulillah faskes sdh sesuai domisili saat ini. Makasih;1
Keren, mantap, jadi mudah kalo berobat, terimakasih JKN;1
Terus berbenah demi kemajuan dan kelancaran ke depannya;1
Sangat mempermudah saya untuk melihat dan mengecek status kepesertaan saya di bpjs jkn;1
Terimakasih, dengan ada nya aplikasi ini, jadi mempermudah ketika ada perubahan data,;1
lebih dimudahkan aplikasinya,,banyak masyarakat blm paham caranya,,bagaimana kl masyrakat yg blm punya hp..;1
Bagus sekali aplikasi ini, sangat membantu bagi yg tdk bs ke ktr bpjs, terima kasih..;1
Bisa ubah faskes, ada antrian operasi, ketersediaan kamar, obat yang dijamin. Mantap;1
Sangat bagus sekali. Sangat membantu dan. Mengecek. Apakah punya kis atau tidak.;1
Ok pokok e, update terus ya,,, kasih fungsing pembayaran juga sama di kasih promo biar makin kece;1
Dg Mobile JKN sy dpt mengetahui riwayat pelayanan, Di aplikasi ini jg byk isi yg brmanfaat utk kesehatan. Trim's Mobile JKN ??;1
Sangat membantu sekali.. Dan pelayanan aplikasi ini jelas dan lengkap. Terima kasih.;1
Membantu sekali, mohon ditingkatkan pelayanan agar tidak sering update. Terimakasih.;1
Saya mendapatkan Kemudahan utk membayar Iuran,mengubah identitas bahkan berpindah kelas rawat. Terimakasih,JKN;1
Dengan adanya Aplikasi Mobile JKN ini, Jadi lebih Mudah & Cepat. Sangat Berguna Trmks.;1
Pokoknya mantap aplikasi ini. Info tentang BPJS saya lengkap & informasi tambahannya bermanfaat.????;1
Mantap ganti faskes klinik ga usah kekantor sekarang lewat apl langsung jos, tapi nunggu awal bulan batu bisa,;1
mempermudah segala urusan yg berkaitan tentang pengobatan dg bpjs;1
Bagus sekarang ada fitur kamar jd lebih mudah buat cek kamar kosong sesuai yg tersedia di RS yg d inginkan..;1
Aplikasi monitoring yang bagus,hanya saja perlu perbaikan supaya bisa dilakukan pembayaran secara online;1
Sangat membantu dalam proses pengecekan Sebagai member BPJS kesehatan , aplikasi terus permudah fitur untuk user terimakasih;1
simple, ringan, loading cepat, lengkap, mudah pemakaiannya, terima kasih;1
Aplikasi ini sangat membantu karena bisa mengecek tagihan, merubah faskes, dan ada KIS digitalnya;1
Sangat membantu ga perlu bawa kartu fisik udah ada di aplikasi, dan bisa cek ketersediaan rawat inap di rs;1
Dengan adanya mobil JKN kita bisa lebih mudah untuk mendapatkan informasi terkini, good job...;1
Tks Bpjs kesehatan.aplikasi ini sangat lengkap dan mmbantu,serta memberikan kemudahan dlm hal kesehatan...tks;1
Sangat membantu sekali dengan mobile jkn. Terima kasih;1
Bagus deh apk nya dengan ini saya bisa lebih tau kapan membayarnya;1
sangat membantu bagus sekali. cuman belakangan ini aplikasinya minta update terus.masa baru 3 hari minta update lg. ribet login nya lg;1
membantu sekali, bisa ngcek aktif atau tidak dan setiap kali berobat tinggal buka apl'nya..;1
Halo JKN. Kenapa ya setiap update selalu login lagi, kenapa ga login otomatis?;1
Sampai saat ini saya masih percaya palayanan dan kemudahan yg di berikan bpjs semakin baik dan harapanya ke depan semakin baik;1
Sudah cukup bagus aplikasi nya. Semoga pelayanan BPJS kesehatan bisa lebih baik dan mudah.;1
sangat berguna sekali aplikasi ini, lebih baik dan pastinya efesiensi waktu, pokonya good;1
Tidak nyangka aplikasi ini banyak sekali fitur yang dapat memudahkan akses informasi jkn bpjs kesehatan.;1
Mengusulkan.... 1 aplikasi bisa untuk beberapa nomor bpjs pasti lebih oke....memudahkan mengontrol pembayaran.;1
Good,,lengkapi fitur,tingkatkan kualitas pelayanan kesehatannya juga!!!;1
Saya merasa terbantu. Terima kasih mobile JKN. Tingkatkan terus kemudahan apk ini.;1
Terimakasih .. Tanpa hrs ke kantor BPJS bisa pindah Faskes dgn mudah;1
Terimakasih atas kemudahan ini, semoga BPJS kesehatan selalu memberikan yang terbaik.;1
Alhamdulillah dg adanya aplikasi mobile jkn ini memudahkan kami untuk mendapatkan pelayanan ... tanpa hrs mengantre;1
Sangat membantu, terimakasih mobile JKN, acses memudahkan kita untuk mengubah kelas dan paskes.;1
Pelayanan dan proses sudah memuaskan, untuk pendaftaran tempat perlu dipermudah lagi,antrian bpjs lama dan prosea antri juga lambat..semoga kedepan lebih baik lagi;1
"Mempermudah semuanya.. Jadi gak perlu jauh"" ke kantor cabang bpjs untuk ngurus ini itu ??????";1
Terima kasih untuk kemudahannya hanya sayang data pembayaran yg telah di bayarkan kok di tiadakan klo boleh usul tlng diadakan lagi sprti yg sebelmnya.terima kasih;1
Sangat informatif.. semangat buat developer dan perusahaannya... menyehatkan masyarakat Indonesia;1
Sangat berguna,, apalagi saat antrian di kantor bpjs numpuk,,,bisa gunakan app ini;1
mobil jkn memudahkan kita untuk semua layanan bpjs kesehatan;1
Sangat menolong saya yg lg membutuhkan pengobatan, tp aplikasinya kebanyakan update.;1
Dengan mobile jkn ini sangat membantu,saat mau merubah kelas tidak perlu antri lagi di kantor bpjs;1
Wow... makin mantap dan lengkap fiturnya... sangat membantu..BPJS makin OK;1
aplikasi nya bagus.. sayang fitur buat rubah data blm maksimal.. harus ke kantor nya..;1
Sangat membantu sekali, jadi sekarang lebih mudah baik perubahan kelas maupun faskes.;1
Bagus walau pun sy belumenggunakan semua pelayanan di aplikasi ini... Dukungan penuh utk pelayanan BPJS yg lebih baik;1
"Mudah""an selalu lancar,karena kalau untuk pergi ke kantornya lumayan jauh,,????????";1
Status untuk pembayaran sampai pada bulan berapa belum kelihatan dan juga pembayaran untuk keluarga belum kelihatan;1
Mantap ????????. Dilampirkan no telpon faskes TK 1 s.d Tingkat lanjut, Bisa?;1
Ternyata punya bpjs tidak perlu khawatir akan keuangan ..kita dpt lebih cepat menangani kesehatan kita;1
Pernah bawa surat rujukan ke specialis mata dilayani dengan baik seperti layaknya pasien biasa...;1
Bagus. Hanya saja bikin kesel soalnya minta diperbarui terus padahal belum lama sudah diperbarui;1
sangat membatu sekali saya bisa mengecek sudah bayar atau blm sama perusahan tempat saya bekerja..;1
reset password mengenali email. daftar baru status email sdh terdaftar. trus bs login dari mana?;1
Aplikasi ini sangat membantu di kalah mau mendaftar ke puskesmas/rumah sakit terdekat.praktis ????;1
Peningkatan yang signifikan. Lanjutkan. Info Kamar Kosong belum ada.;1
Bagus.aplikasi ini sangat membantu bagi pemegang kartu bpjs kesehatan.fitur fiturnya familier bagi masyarakat.;1
Aplikasinya sangat membantu, fiturnya membuat lebih mudah, terima kasih mobile JKN;1
keren ada riwayat pelayanan tapi anak dan istri saya tidak ada riwayat pelayanan;1
Mohon dibantu agar aplikasi JKN bisa dibuka .Mohon maaf bila ada salah.. Tks;1
Lumayan membantu dgn adanya aplikasi ini,kita bsa tw semua tentang riwayat kesehatan kita;1
Lebih keren lagi seandainya ada menu untuk pendaftaran calon bayi!!!;1
Kenapa ya kalo udh terdaftar kok gabisa buat masuk d logo gabisa buat keti nomer BPJS SM paswordnya ..jadi gabisa masuk..mohon bantuannya;1
Gimana sih cara merubah tanggal lahir peserta di aplilasi ini mohon pencerahan nya dong....;1
bermanfaat sekali....tolong jaga kualitas pelayanan di rumah sakit terkait.;1
Sangat membantu.. Mempermudah segala urusan terkait pelayanan kesehatan..;1
Bagus tpi belum bisa buat cex bpjs orang lain tolong ditambahin biar bisa cek punya org lain dan bisa langsung bayar tagihannya terima kasih;1
Sangat membantu untuk memberi penilaian dari pelayanan rumah sakit dan mencari informasi tentang bpjs kesehatan;1
Good. Sangat membantu. Apalagi saat ini ada fitur antrian online.;1
Kenapa sih stiap kali buka aplikasi sllu munta update,,, ni udah yg kesekian kalinya sya update...;1
Mantab. Bisa review klinik. Dan gak usah bawa-bawa kartu BPJS lagi.;1
Usulan supaya utk kedepan tidak masyarakat dibebankan menghubungi call center karena susah sekali terhubung.;1
Saran saya untuk perubahan waktu faskes bisa di percepat, karena 3 bulan itu terlalu lama;1
Sangat membantu saya dalam pelayanan di fasilitas kesehatan yang dituju. Terima kasih JKN;1
Sampai sejauh ini aplikasi ini masih ok tanpa kendala. Dan sangat membantu.;1
Anak dan istri saya pernah dirawat dengan menggunakan BPJS ,pelayanannya sangat memuaskan;1
Saya dapat dgn mudah untuk mengganti kartu sy melalui applikas jkn;1
Aplikasi nya sekarang sangat mudah di akses dan lebih simple,very good..;1
Aplikasi ini sangat membantu pengguna JKN karena mempermudah pengguna untuk mengakses & mengecek secara online;1
Sangat bermanfaat sekali,,,tapi sayang oh sayang aplikasi selalu suruh abdet;1
Saya daftar BPJS dari aplikasi ini. Sangat membantu sekali. Terima kasih;1
Mengurus perubahan pembayaran bpjs kelas 2 menjadi kelas 3 tanpa dengan sistem online;1
Sudah bagus tapi agak susah lodingnya kalo baru buka;1
sangat memudahkan bagi masyarakat&kenapa aplikasinya selalu minta di perbarui terus?;1
Bagus sekali. Saran saya ditambah menu survey kepuasan pasien di RS.;1
Dengan aplikasi ini. .kita bisa lihat informasi mengenai kesehatan. .;1
Alhamdulillah, mempermudah kami untuk cek pelayanan dan kepesertaan.. ??????;1
Membantu mengefektifkan waktu,tenaga dan dana...terima kasih.;1
lebih mudah untuk akses ya , lebih baik juga semua informasi yaaaa ..;1
Infonya sangat jelas. Hanya perlu agar bisa mengakses kepesertaan keluarga yang lain;1
Mohon tambahkan menu jika mutasi BPJS dari tempat kerja menjadi Mandiri. Terima kasih;1
Aplikasi berfungsi baik, namun saat login masih menggunakan no anggota yg cukup banyak dan tidak mudah di hafalkan. Sehingga tetap butuh kartu anggota jika mau login, masalahnya jika lupa tdk bw kartu jd gagal login juga sehingga mau dipake periksa ke dokter tetap saja butuh kartu. Akhirnya kurang m...Ulasan LengkapAplikasi berfungsi baik, namun saat login masih menggunakan no anggota yg cukup banyak dan tidak mudah di hafalkan. Sehingga tetap butuh kartu anggota jika mau login, masalahnya jika lupa tdk bw kartu jd gagal login juga sehingga mau dipake periksa ke dokter tetap saja butuh kartu. Akhirnya kurang membantu pengguna jika sedang ketinggalan kartu tdk bisa daftar klaim bpjs. Tolong dipermudah lagi dong...;1
Hari ini saya di suruh douwload aplikasi ini Alhamdulilaah tdak ada kendala dengan aplikasi ini...tpi kenapa saat sudah masuk tdak bisa melihat kartu peserta dan tidak bisa mengubah data?? Saya minta tolong solusinya Karan saya lagi butuh hari ini untuk kelanjutan adminitrasi di rumah sakit bina seh...Ulasan LengkapHari ini saya di suruh douwload aplikasi ini Alhamdulilaah tdak ada kendala dengan aplikasi ini...tpi kenapa saat sudah masuk tdak bisa melihat kartu peserta dan tidak bisa mengubah data?? Saya minta tolong solusinya Karan saya lagi butuh hari ini untuk kelanjutan adminitrasi di rumah sakit bina sehat jember.;1
Terimakasih untuk aplikasi yg sekarang sudah maju dan memudahkan kami untuk berobat, sudah tidak repot membawa berkas2, pindah faskes jg mudah tidak perlu antri2, riwayat perawatan jg tersedia. Dan yg paling membanggakan dr aplikasi ini, sekarang kami bisa menilai kinerja Faskes, RS, serta dokter (y...Ulasan LengkapTerimakasih untuk aplikasi yg sekarang sudah maju dan memudahkan kami untuk berobat, sudah tidak repot membawa berkas2, pindah faskes jg mudah tidak perlu antri2, riwayat perawatan jg tersedia. Dan yg paling membanggakan dr aplikasi ini, sekarang kami bisa menilai kinerja Faskes, RS, serta dokter (yg dirasa selama ini terkadang semena2 dalam pelayanan pasien BPJS). Beribu terimakasih sekali lagi. Semoga semakin maju berkarya untuk bangsa. Salam 🙏;1
Mau tanya gmna caranya pindah faskes punya istri saya KIS gratis dari pemerintah..sblm menikah dengan saya istri saya dpat KIS dari desanya dan saya juga dapat KIS gratis juga dari desa saya...nah gmn caranya agar istri bisa satu faskes dengan saya,karna kami sudah bikin KK sendiri dan tinggal di de...Ulasan LengkapMau tanya gmna caranya pindah faskes punya istri saya KIS gratis dari pemerintah..sblm menikah dengan saya istri saya dpat KIS dari desanya dan saya juga dapat KIS gratis juga dari desa saya...nah gmn caranya agar istri bisa satu faskes dengan saya,karna kami sudah bikin KK sendiri dan tinggal di desa saya,soalnya kami beda kecamatan..sudah rubah faskes lewat APP tp gak bisa karna KIS kami PBI{APBN}...mohon pengarahanya;1
Sistemnya sangat membantu, Saya berharap keluhan, dibaca & dilakukan perbaikan. saya sudah bayar 2bulan tapi kartu bpjs tidak aktif/tidak bisa dipakai.mohon segera diatasi agar kartu bisa digunakan berobat. Trima kasih.;1
Terimakasih Mobil Jkn. Sekarang ngga ribet lagi pindah Faskes.. kemarin dibogor saya mau oprasi tapi karena pasien dibatasi dan menunggu lama. Akhirnya Sy putuskan pindah Faskes ke bekasi dan alhamdulillah cuma 3 hari bisa langsung Tindakan operasi..;1
Adannya JKN untuk memudahkan proses pelayanan saya sangat bersyukur tanpa membawa kartu BPJS dengan menampilkan aplikasi ini sudah selesai permasalahan, tapi di sisi lain masih ada RSUD yg harus/wajib membawa kartu BPJS asli, padahal sudah jelas aplikasi JKN tidak mungkin data salah. Oleh karena itu...Ulasan LengkapAdannya JKN untuk memudahkan proses pelayanan saya sangat bersyukur tanpa membawa kartu BPJS dengan menampilkan aplikasi ini sudah selesai permasalahan, tapi di sisi lain masih ada RSUD yg harus/wajib membawa kartu BPJS asli, padahal sudah jelas aplikasi JKN tidak mungkin data salah. Oleh karena itu saya berharap pihak JKN dapat memberikan masukan/teguran kepada RSUD yg seperti itu. Demikian terimakasih;1
Yth. Admin. Mau nanya, saya udah komplain di website bpjs. Saya sudah melakukan pelunasan selama 2 bulan. Status kepesertaan saya di aplikasi non aktip karna premi. Mohon bantuannya. Trima kasih;1
aplikasi mobile jkn ini sangat membantu, terutamanya dalam mengetahui apakah kartu bpjs kita aktif atau tidak dan tentu saja fitur yang lainnya juga dapat mempermudah jika ingin melihat tempat tidur di suatu rumah sakit tertentu;1
sukses selalu BPJS Kesehatan, semoga tidak defisit, tolong efisiensi pengeluaran untuk manajemen supaya mengurangi defisit perusahaan, tolong sampaikan saran saya sampai manajemen...;1
Punya BPJS ketenagakerjaan,jika ada perubahan di KTP, KK dll bisa berubah otomatis. Tanpa susah2 datang ke kantor. Kenapa BPJS kesehatan enggak sih? Kudu ke kantor,ngantri,mana lagi tutup pula karna corona... Sekelas milik negara kok nggak canggih bgt. Jaman udah canggih,tolong diperbaiki kualitas p...Ulasan LengkapPunya BPJS ketenagakerjaan,jika ada perubahan di KTP, KK dll bisa berubah otomatis. Tanpa susah2 datang ke kantor. Kenapa BPJS kesehatan enggak sih? Kudu ke kantor,ngantri,mana lagi tutup pula karna corona... Sekelas milik negara kok nggak canggih bgt. Jaman udah canggih,tolong diperbaiki kualitas pelayanan online nya;1
bagus dan sangat membantu untuk mempercepat proses administrasi dan pengecekan secara berkala... dan tingkatkan fitur-fiturnya.... kalau bisa 1 emai UNTUK 1 KELUARGA ( KK );1
Bagus, dan masih terus membutuhkan inovasi,,, Bagi yg peserta mandiri: 1.Kita bisa melihat kekurangan iuran kita (bulan apa saja/mungkin berapa bulan?) 2.trus untuk denda diharapkan bisa dilihat langsung di APP;1
selamat malam saya usul untuk meminimalkan kita untuk tetap stay at home , untuk perpanjangan rujukan berobat tidak harus dari paskes pertama, ke rs di kabupaten , baru ke rs rujukan yang ada di ibu kota propinsi, usulannya cukup dari paskes pertama aja. terimakasih.;1
